Nama,Gender,Tinggal_Dengan,Status_Kerja,Biaya,Tgl_Daftar_Kuliah,Alamat,UKM,Organisasi_Kampus,Lama_Kuliah,Fakultas,Jenis_Kelulusan
Martin Robinson,Wanita,Kos,False,Beasiswa,2008,Jakarta,Seni,False,5.5,DKV,Telat
Martin Rodgers,Wanita,Orang Tua,True,Mandiri,2009,Bogor,Kewirausahaan,False,4.0,FIKOM,Tepat Waktu
Martin Rosenbloom,Pria,Sendiri,False,Beasiswa,2007,Jakarta,Tidak,False,5.0,FISIP,Telat
Martin Russell,Pria,Kos,False,Mandiri,2009,Bogor,Keilmuan,False,4.0,DKV,Tepat Waktu
Martin Santos,Wanita,Orang Tua,True,Orang Tua,2009,Bekasi,Keilmuan,False,6.0,FTI,Telat
Martin Shaw,Wanita,Kos,False,Mandiri,2007,Bogor,Olahraga,True,7.0,FTI,Telat
Martin Shepherd,Pria,Orang Tua,False,Beasiswa,2009,Bogor,Tidak,True,6.5,FIKOM,Telat
Martin Shields,Pria,Kos,True,Mandiri,2008,Karawang,Kewirausahaan,True,6.5,DKV,Telat
Martin Speed,Pria,Sendiri,True,Beasiswa,2008,Karawang,Olahraga,False,7.0,FTI,Telat
Martin Stewart,Wanita,Orang Tua,False,Mandiri,2009,Serang,Seni,True,4.0,FISIP,Tepat Waktu
Martin Stone,Wanita,Sendiri,False,Beasiswa,2009,Bekasi,Tidak,False,4.5,FT,Telat
Martin Summers,Wanita,Orang Tua,True,Orang Tua,2009,Bogor,Olahraga,False,3.5,DKV,Cepat
Martin Tait,Pria,Kos,True,Beasiswa,2009,Bekasi,Keilmuan,False,4.5,FIKOM,Telat
Martin Taylor,Pria,Kos,True,Orang Tua,2009,Karawang,Keilmuan,True,6.0,DKV,Telat
Martin Vallory,Pria,Sendiri,False,Beasiswa,2008,Bogor,Olahraga,False,6.0,FT,Telat
Martin Vaughn,Wanita,Kos,False,Beasiswa,2008,Serang,Olahraga,True,7.0,FIKOM,Telat
Martin Walsh,Pria,Kos,False,Beasiswa,2008,Jakarta,Seni,False,3.5,FTI,Cepat
Martin Weldon,Wanita,Kos,True,Beasiswa,2009,Karawang,Tidak,False,3.5,FISIP,Cepat
Martin Whinter,Pria,Sendiri,False,Orang Tua,2009,Karawang,Tidak,False,5.0,FISIP,Telat
Martin Wills,Pria,Sendiri,True,Orang Tua,2007,Jakarta,Tidak,False,5.0,DKV,Telat
Martin Wilson,Pria,Sendiri,True,Orang Tua,2008,Serang,Kewirausahaan,True,6.0,FTI,Telat
Martin Wise,Pria,Sendiri,True,Beasiswa,2007,Bogor,Tidak,False,5.5,DKV,Telat
Marvin Ainsworth,Wanita,Orang Tua,False,Orang Tua,2009,Karawang,Seni,True,5.0,DKV,Telat
Marvin Atkinson,Pria,Kos,True,Mandiri,2009,Jakarta,Kewirausahaan,False,5.0,FT,Telat
Marvin Barclay,Pria,Sendiri,True,Orang Tua,2009,Bekasi,Seni,True,7.0,FIKOM,Telat
Marvin Benson,Pria,Kos,False,Orang Tua,2008,Bekasi,Keilmuan,True,5.5,FT,Telat
Marvin Blackburn,Wanita,Kos,True,Mandiri,2007,Serang,Olahraga,True,5.0,FISIP,Telat
Marvin Booth,Wanita,Orang Tua,False,Orang Tua,2008,Tangerang,Olahraga,False,3.5,FISIP,Cepat
Marvin Bowen,Wanita,Sendiri,True,Mandiri,2008,Bogor,Kewirausahaan,True,7.0,FISIP,Telat
Marvin Brock,Pria,Orang Tua,True,Mandiri,2009,Jakarta,Olahraga,False,7.0,DKV,Telat
Marvin Collis,Pria,Sendiri,False,Orang Tua,2007,Serang,Kewirausahaan,False,4.0,FIKOM,Tepat Waktu
Marvin Cox,Wanita,Kos,True,Mandiri,2009,Tangerang,Kewirausahaan,True,7.0,FTI,Telat
Marvin Faulkner,Pria,Sendiri,True,Orang Tua,2009,Bogor,Kewirausahaan,False,5.0,DKV,Telat
Marvin Fowler,Wanita,Kos,False,Mandiri,2008,Bekasi,Olahraga,True,4.5,FTI,Telat
Marvin Funnell,Pria,Orang Tua,True,Beasiswa,2007,Tangerang,Seni,True,7.0,FTI,Telat
Marvin Gallacher,Wanita,Sendiri,True,Orang Tua,2009,Bogor,Tidak,True,6.0,FT,Telat
Marvin Glynn,Pria,Orang Tua,False,Orang Tua,2009,Tangerang,Kewirausahaan,False,4.5,FT,Telat
Marvin Hall,Pria,Sendiri,False,Orang Tua,2008,Bekasi,Keilmuan,False,4.0,DKV,Tepat Waktu
Marvin Harrison,Pria,Orang Tua,False,Mandiri,2007,Tangerang,Keilmuan,False,4.5,FT,Telat
Marvin Hill,Pria,Sendiri,False,Mandiri,2009,Bekasi,Olahraga,False,6.0,FISIP,Telat
Marvin Jacobs,Wanita,Kos,False,Orang Tua,2008,Bekasi,Olahraga,False,4.0,FIKOM,Tepat Waktu
Marvin Moran,Pria,Kos,False,Beasiswa,2008,Tangerang,Kewirausahaan,True,7.0,FTI,Telat
Marvin Moreno,Pria,Orang Tua,False,Beasiswa,2009,Karawang,Keilmuan,False,5.5,FIKOM,Telat
Marvin Mullins,Pria,Sendiri,False,Mandiri,2009,Tangerang,Kewirausahaan,False,7.0,FT,Telat
Marvin Plant,Pria,Orang Tua,False,Beasiswa,2007,Tangerang,Kewirausahaan,True,6.0,FISIP,Telat
Marvin Rixon,Pria,Kos,False,Mandiri,2008,Bogor,Olahraga,False,4.5,DKV,Telat
Marvin Rothwell,Pria,Sendiri,True,Orang Tua,2008,Bogor,Seni,True,5.0,DKV,Telat
Marvin Santos,Pria,Kos,True,Mandiri,2007,Bekasi,Kewirausahaan,False,7.0,DKV,Telat
Marvin Sheldon,Wanita,Sendiri,True,Mandiri,2009,Tangerang,Tidak,True,6.0,FTI,Telat
Marvin Stuart,Wanita,Sendiri,False,Beasiswa,2009,Tangerang,Keilmuan,True,3.5,FT,Cepat
Marvin Underhill,Wanita,Kos,True,Orang Tua,2008,Bekasi,Seni,True,7.0,FISIP,Telat
Marvin Wheeler,Pria,Orang Tua,True,Orang Tua,2008,Bekasi,Tidak,True,7.0,FIKOM,Telat
Marvin Woods,Pria,Sendiri,False,Orang Tua,2009,Serang,Seni,True,6.5,FTI,Telat
Mary Chapman,Pria,Orang Tua,False,Orang Tua,2007,Jakarta,Keilmuan,False,5.5,FT,Telat
Mary Chappell,Pria,Kos,False,Mandiri,2009,Bekasi,Kewirausahaan,True,4.0,FIKOM,Tepat Waktu
Mary Collins,Wanita,Kos,False,Beasiswa,2007,Jakarta,Olahraga,False,4.0,DKV,Tepat Waktu
Mary Fleming,Wanita,Kos,True,Mandiri,2007,Karawang,Kewirausahaan,False,3.5,FISIP,Cepat
Mary Glass,Wanita,Sendiri,True,Orang Tua,2008,Serang,Tidak,True,4.5,DKV,Telat
Mary Lane,Pria,Orang Tua,False,Beasiswa,2009,Bekasi,Olahraga,False,3.5,FISIP,Cepat
Mary Larkin,Pria,Sendiri,True,Beasiswa,2008,Jakarta,Seni,True,6.0,DKV,Telat
Mary Lyon,Pria,Sendiri,False,Beasiswa,2008,Bogor,Kewirausahaan,False,7.0,FIKOM,Telat
Mary Middleton,Pria,Orang Tua,True,Beasiswa,2007,Tangerang,Olahraga,True,4.5,FISIP,Telat
Mary Morris,Pria,Orang Tua,True,Beasiswa,2008,Bekasi,Seni,True,5.5,FT,Telat
Mary Reyes,Wanita,Kos,True,Mandiri,2009,Tangerang,Olahraga,True,4.5,DKV,Telat
Mary Stone,Pria,Sendiri,False,Mandiri,2008,Karawang,Kewirausahaan,False,4.0,FTI,Tepat Waktu
Mary Widdows,Wanita,Orang Tua,True,Orang Tua,2008,Tangerang,Tidak,False,6.5,FTI,Telat
Mason Alexander,Pria,Kos,False,Orang Tua,2009,Bogor,Seni,True,3.5,FIKOM,Cepat
Mason Anderson,Wanita,Sendiri,True,Beasiswa,2007,Jakarta,Kewirausahaan,False,5.5,FTI,Telat
Mason Andrews,Pria,Orang Tua,False,Orang Tua,2008,Serang,Keilmuan,True,3.5,FT,Cepat
Mason Cobb,Wanita,Orang Tua,False,Beasiswa,2008,Karawang,Olahraga,False,5.0,FISIP,Telat
Mason Collins,Wanita,Orang Tua,False,Beasiswa,2008,Karawang,Seni,False,5.5,FISIP,Telat
Mason Donnelly,Wanita,Kos,True,Beasiswa,2007,Bekasi,Kewirausahaan,True,6.5,FTI,Telat
Mason Gavin,Pria,Sendiri,False,Beasiswa,2008,Bogor,Seni,True,5.5,DKV,Telat
Mason Gaynor,Wanita,Orang Tua,True,Mandiri,2008,Karawang,Olahraga,True,5.5,FISIP,Telat
Mason Gilmore,Pria,Kos,True,Mandiri,2008,Bogor,Seni,False,3.5,FT,Cepat
Mason Gordon,Pria,Kos,True,Orang Tua,2008,Bekasi,Kewirausahaan,False,5.5,FISIP,Telat
Mason Gosling,Wanita,Kos,False,Orang Tua,2008,Serang,Tidak,False,3.5,FIKOM,Cepat
Mason Graham,Wanita,Sendiri,True,Mandiri,2008,Karawang,Tidak,True,5.0,FT,Telat
Mason Hamilton,Pria,Orang Tua,False,Mandiri,2008,Tangerang,Kewirausahaan,True,4.0,FT,Tepat Waktu
Mason Hill,Pria,Sendiri,False,Mandiri,2007,Karawang,Keilmuan,True,5.5,FTI,Telat
Mason Hogg,Wanita,Orang Tua,True,Beasiswa,2007,Bogor,Kewirausahaan,True,6.0,FT,Telat
Mason Hope,Pria,Orang Tua,True,Beasiswa,2009,Karawang,Keilmuan,True,7.0,FT,Telat
Mason Hopkins,Pria,Kos,True,Orang Tua,2007,Karawang,Tidak,False,4.5,DKV,Telat
Mason Howard,Pria,Kos,True,Orang Tua,2008,Karawang,Olahraga,True,4.5,FISIP,Telat
Mason Jarvis,Wanita,Kos,False,Beasiswa,2009,Karawang,Kewirausahaan,False,4.0,FT,Tepat Waktu
Mason Mcgee,Wanita,Orang Tua,False,Mandiri,2009,Serang,Keilmuan,False,5.0,DKV,Telat
Mason Morris,Pria,Kos,False,Mandiri,2009,Jakarta,Keilmuan,False,4.0,FTI,Tepat Waktu
Mason Morrison,Wanita,Sendiri,True,Mandiri,2007,Serang,Seni,True,6.5,FIKOM,Telat
Mason Niles,Pria,Sendiri,True,Orang Tua,2007,Bogor,Keilmuan,True,6.0,FT,Telat
Mason Nobbs,Pria,Orang Tua,False,Orang Tua,2007,Jakarta,Olahraga,False,5.5,FIKOM,Telat
Mason Plumb,Wanita,Kos,True,Mandiri,2007,Bogor,Keilmuan,True,3.5,FTI,Cepat
Mason Power,Wanita,Sendiri,True,Orang Tua,2007,Bekasi,Olahraga,True,3.5,FT,Cepat
Mason Price,Pria,Sendiri,False,Beasiswa,2008,Karawang,Keilmuan,True,6.0,FT,Telat
Mason Richardson,Wanita,Orang Tua,True,Orang Tua,2008,Bogor,Kewirausahaan,True,3.5,FISIP,Cepat
Mason Rigg,Pria,Orang Tua,False,Orang Tua,2007,Serang,Olahraga,True,6.0,FT,Telat
Mason Rogan,Wanita,Sendiri,False,Beasiswa,2008,Jakarta,Olahraga,False,5.5,DKV,Telat
Mason Rogers,Pria,Sendiri,False,Mandiri,2007,Tangerang,Keilmuan,True,3.5,FT,Cepat
Mason Russell,Pria,Sendiri,True,Beasiswa,2008,Jakarta,Tidak,False,3.5,FTI,Cepat
Mason Sheldon,Wanita,Orang Tua,True,Beasiswa,2007,Karawang,Tidak,True,4.0,FT,Tepat Waktu
Mason Shields,Pria,Sendiri,True,Orang Tua,2009,Tangerang,Kewirausahaan,True,3.5,FISIP,Cepat
Mason Slater,Pria,Orang Tua,False,Mandiri,2008,Karawang,Olahraga,False,4.5,FISIP,Telat
Mason Stanton,Pria,Kos,False,Mandiri,2009,Bogor,Seni,False,7.0,FTI,Telat
Mason Tait,Pria,Kos,False,Orang Tua,2009,Bogor,Keilmuan,True,6.5,FISIP,Telat
Mason Utterson,Pria,Kos,True,Mandiri,2007,Jakarta,Kewirausahaan,False,3.5,FIKOM,Cepat
Mason Vallory,Pria,Orang Tua,True,Orang Tua,2007,Bogor,Seni,False,6.5,FIKOM,Telat
Mason Wellington,Pria,Kos,True,Beasiswa,2009,Serang,Keilmuan,False,6.0,FTI,Telat
Mason Widdows,Pria,Kos,True,Orang Tua,2009,Bogor,Kewirausahaan,False,4.0,FT,Tepat Waktu
Mason Wild,Pria,Kos,False,Orang Tua,2008,Jakarta,Keilmuan,True,4.5,FTI,Telat
Mason Williams,Wanita,Kos,True,Beasiswa,2008,Tangerang,Kewirausahaan,False,5.5,FISIP,Telat
Mason Wood,Wanita,Kos,True,Beasiswa,2008,Bekasi,Seni,False,7.0,FT,Telat
Matt Aldridge,Pria,Orang Tua,True,Beasiswa,2008,Bekasi,Tidak,True,6.0,FT,Telat
Matt Alldridge,Pria,Orang Tua,False,Orang Tua,2009,Bekasi,Keilmuan,True,6.5,FTI,Telat
Matt Andersson,Pria,Kos,True,Beasiswa,2008,Serang,Tidak,False,5.0,FIKOM,Telat
Matt Avery,Wanita,Sendiri,False,Mandiri,2007,Bekasi,Kewirausahaan,True,4.5,FTI,Telat
Matt Baldwin,Pria,Orang Tua,False,Mandiri,2007,Jakarta,Olahraga,False,5.5,FIKOM,Telat
Matt Bell,Pria,Kos,False,Beasiswa,2008,Tangerang,Olahraga,True,7.0,FISIP,Telat
Matt Bennett,Wanita,Orang Tua,False,Orang Tua,2007,Serang,Olahraga,True,7.0,FT,Telat
Matt Broomfield,Wanita,Orang Tua,True,Orang Tua,2007,Bogor,Keilmuan,True,7.0,FIKOM,Telat
Matt Carpenter,Pria,Kos,True,Beasiswa,2007,Serang,Kewirausahaan,True,5.5,FTI,Telat
Matt Carter,Pria,Sendiri,False,Orang Tua,2007,Karawang,Kewirausahaan,True,6.5,DKV,Telat
Matt Casey,Wanita,Kos,True,Mandiri,2008,Karawang,Olahraga,True,4.5,FIKOM,Telat
Matt Cattell,Pria,Sendiri,False,Beasiswa,2007,Bekasi,Tidak,False,5.5,FTI,Telat
Matt Clarkson,Wanita,Sendiri,True,Beasiswa,2007,Bogor,Olahraga,False,4.5,FIKOM,Telat
Matt Curtis,Pria,Sendiri,True,Mandiri,2008,Bogor,Tidak,False,6.0,FISIP,Telat
Matt Drummond,Wanita,Orang Tua,False,Beasiswa,2008,Karawang,Tidak,False,6.5,FISIP,Telat
Matt Edley,Pria,Orang Tua,False,Beasiswa,2009,Karawang,Seni,False,5.0,FISIP,Telat
Matt Evans,Pria,Orang Tua,True,Beasiswa,2008,Bogor,Keilmuan,True,4.5,FIKOM,Telat
Matt Everett,Wanita,Sendiri,False,Mandiri,2007,Bogor,Tidak,True,3.5,FISIP,Cepat
Matt Exton,Wanita,Sendiri,False,Orang Tua,2009,Tangerang,Seni,True,7.0,DKV,Telat
Matt Franks,Pria,Kos,False,Mandiri,2009,Serang,Olahraga,True,5.0,FT,Telat
Matt Goodman,Wanita,Orang Tua,True,Beasiswa,2008,Karawang,Kewirausahaan,True,4.0,DKV,Tepat Waktu
Matt Groves,Wanita,Kos,True,Mandiri,2008,Bekasi,Tidak,True,6.0,DKV,Telat
Matt Hall,Pria,Kos,False,Orang Tua,2008,Serang,Tidak,False,4.0,FISIP,Tepat Waktu
Matt Healy,Wanita,Orang Tua,True,Orang Tua,2007,Tangerang,Tidak,True,3.5,FT,Cepat
Matt Hepburn,Pria,Sendiri,False,Beasiswa,2007,Jakarta,Tidak,False,5.0,DKV,Telat
Matt Hilton,Pria,Kos,False,Mandiri,2009,Bogor,Tidak,False,5.0,FTI,Telat
Matt Howard,Wanita,Kos,True,Mandiri,2007,Karawang,Kewirausahaan,True,3.5,DKV,Cepat
Matt Hunter,Wanita,Sendiri,False,Beasiswa,2009,Karawang,Olahraga,True,6.0,FT,Telat
Matt Jackson,Wanita,Kos,False,Orang Tua,2009,Tangerang,Tidak,True,5.5,DKV,Telat
Matt Johnson,Wanita,Orang Tua,True,Mandiri,2007,Jakarta,Seni,False,5.5,FISIP,Telat
Matt Kaur,Pria,Orang Tua,False,Orang Tua,2008,Karawang,Olahraga,False,3.5,FTI,Cepat
Matt Kerr,Wanita,Sendiri,True,Orang Tua,2009,Tangerang,Kewirausahaan,True,4.0,FT,Tepat Waktu
Matt Knight,Pria,Orang Tua,True,Beasiswa,2007,Karawang,Tidak,True,4.5,FISIP,Telat
Matt Lane,Wanita,Orang Tua,True,Orang Tua,2009,Tangerang,Keilmuan,False,7.0,FTI,Telat
Matt Middleton,Wanita,Sendiri,True,Beasiswa,2007,Serang,Olahraga,True,5.0,DKV,Telat
Matt Mitchell,Wanita,Orang Tua,True,Orang Tua,2008,Jakarta,Keilmuan,True,3.5,DKV,Cepat
Matt Morgan,Pria,Kos,True,Orang Tua,2009,Tangerang,Kewirausahaan,True,3.5,FIKOM,Cepat
Matt Morley,Wanita,Kos,True,Orang Tua,2009,Bekasi,Keilmuan,True,7.0,DKV,Telat
Matt Morrow,Wanita,Orang Tua,False,Beasiswa,2008,Jakarta,Keilmuan,False,4.5,FIKOM,Telat
Matt Neal,Pria,Sendiri,True,Orang Tua,2007,Serang,Seni,True,4.0,FT,Tepat Waktu
Matt Nielson,Pria,Sendiri,False,Beasiswa,2008,Bogor,Seni,False,6.0,FIKOM,Telat
Matt Olson,Wanita,Orang Tua,False,Mandiri,2008,Karawang,Keilmuan,True,6.0,DKV,Telat
Matt Owen,Pria,Orang Tua,False,Beasiswa,2008,Tangerang,Seni,True,3.5,DKV,Cepat
Matt Richards,Wanita,Kos,False,Mandiri,2009,Bogor,Tidak,True,4.0,FISIP,Tepat Waktu
Matt Russell,Pria,Sendiri,False,Orang Tua,2009,Karawang,Tidak,False,3.5,FIKOM,Cepat
Matt Shea,Pria,Orang Tua,True,Orang Tua,2007,Bekasi,Keilmuan,False,5.5,FISIP,Telat
Matt Sherwood,Wanita,Sendiri,False,Orang Tua,2009,Karawang,Tidak,False,5.5,DKV,Telat
Matt Snow,Pria,Kos,False,Mandiri,2007,Serang,Keilmuan,False,3.5,FISIP,Cepat
Matt Stark,Wanita,Sendiri,False,Beasiswa,2007,Karawang,Keilmuan,False,6.5,FT,Telat
Matt Stevens,Pria,Orang Tua,False,Mandiri,2008,Jakarta,Tidak,True,4.0,FIKOM,Tepat Waktu
Matt Waterson,Wanita,Sendiri,False,Beasiswa,2008,Bekasi,Keilmuan,False,4.5,FIKOM,Telat
Matt Whatson,Pria,Sendiri,False,Mandiri,2008,Karawang,Seni,False,5.5,FT,Telat
Matt Wilde,Pria,Orang Tua,False,Mandiri,2008,Jakarta,Kewirausahaan,True,4.5,FISIP,Telat
Matt Willson,Wanita,Orang Tua,True,Orang Tua,2008,Bekasi,Olahraga,True,6.5,DKV,Telat
Matthew Addis,Wanita,Orang Tua,False,Mandiri,2008,Tangerang,Keilmuan,False,5.0,DKV,Telat
Matthew Avery,Wanita,Orang Tua,False,Beasiswa,2007,Karawang,Tidak,False,6.0,DKV,Telat
Matthew Barrett,Pria,Kos,True,Mandiri,2007,Karawang,Tidak,True,4.0,FISIP,Tepat Waktu
Matthew Boden,Wanita,Orang Tua,True,Mandiri,2007,Bekasi,Keilmuan,False,6.5,DKV,Telat
Matthew Bradshaw,Wanita,Orang Tua,False,Orang Tua,2009,Karawang,Kewirausahaan,True,6.0,DKV,Telat
Matthew Broomfield,Pria,Orang Tua,False,Orang Tua,2008,Tangerang,Tidak,True,4.0,FISIP,Tepat Waktu
Matthew Cavanagh,Pria,Sendiri,False,Beasiswa,2008,Jakarta,Olahraga,False,7.0,FISIP,Telat
Matthew Clarke,Pria,Orang Tua,False,Mandiri,2007,Karawang,Seni,False,3.5,FTI,Cepat
Matthew Cooper,Pria,Orang Tua,False,Beasiswa,2009,Serang,Seni,True,4.0,DKV,Tepat Waktu
Matthew Corbett,Wanita,Orang Tua,False,Orang Tua,2007,Karawang,Kewirausahaan,False,3.5,FIKOM,Cepat
Matthew Davies,Pria,Sendiri,False,Beasiswa,2007,Bekasi,Seni,True,5.5,FTI,Telat
Matthew Egerton,Wanita,Kos,False,Beasiswa,2008,Serang,Seni,False,5.5,FTI,Telat
Matthew Farrant,Wanita,Sendiri,True,Mandiri,2008,Jakarta,Tidak,False,6.0,FISIP,Telat
Matthew Flynn,Wanita,Orang Tua,False,Orang Tua,2009,Bogor,Seni,False,6.5,DKV,Telat
Matthew Fowler,Wanita,Orang Tua,True,Orang Tua,2007,Bogor,Olahraga,False,5.0,FISIP,Telat
Matthew Freeburn,Pria,Kos,True,Mandiri,2009,Tangerang,Kewirausahaan,False,5.5,FTI,Telat
Matthew Gonzales,Pria,Orang Tua,False,Mandiri,2008,Karawang,Tidak,False,3.5,FTI,Cepat
Matthew Grady,Pria,Sendiri,True,Orang Tua,2007,Karawang,Tidak,False,4.5,FIKOM,Telat
Matthew Gray,Wanita,Kos,True,Orang Tua,2007,Jakarta,Keilmuan,True,5.5,FTI,Telat
Matthew Harris,Wanita,Orang Tua,False,Beasiswa,2007,Karawang,Keilmuan,True,6.5,FISIP,Telat
Matthew Hudson,Pria,Kos,False,Orang Tua,2007,Jakarta,Olahraga,True,6.0,FTI,Telat
Matthew Janes,Pria,Orang Tua,False,Mandiri,2007,Jakarta,Kewirausahaan,False,6.5,FTI,Telat
Matthew Jenkins,Pria,Orang Tua,True,Orang Tua,2009,Serang,Olahraga,True,4.5,FISIP,Telat
Matthew Jobson,Wanita,Kos,True,Mandiri,2007,Bogor,Keilmuan,True,5.5,FIKOM,Telat
Matthew Johnson,Pria,Orang Tua,False,Beasiswa,2008,Karawang,Keilmuan,True,5.5,FIKOM,Telat
Matthew Kelly,Pria,Sendiri,True,Mandiri,2008,Bogor,Olahraga,False,5.5,DKV,Telat
Matthew Kidd,Wanita,Sendiri,True,Orang Tua,2008,Jakarta,Tidak,False,3.5,FIKOM,Cepat
Matthew King,Wanita,Sendiri,False,Mandiri,2009,Jakarta,Keilmuan,True,7.0,FT,Telat
Matthew Mccall,Pria,Sendiri,True,Orang Tua,2008,Serang,Keilmuan,False,6.5,DKV,Telat
Matthew Mcleod,Pria,Sendiri,False,Beasiswa,2008,Jakarta,Olahraga,False,3.5,FTI,Cepat
Matthew Mould,Wanita,Sendiri,True,Beasiswa,2009,Tangerang,Seni,True,3.5,FISIP,Cepat
Matthew Robertson,Pria,Sendiri,True,Orang Tua,2007,Bekasi,Keilmuan,True,7.0,FTI,Telat
Matthew Rowlands,Wanita,Kos,True,Beasiswa,2007,Bekasi,Tidak,True,4.0,FTI,Tepat Waktu
Matthew Saunders,Pria,Kos,True,Orang Tua,2007,Bekasi,Tidak,True,5.0,FIKOM,Telat
Matthew Smith,Pria,Kos,True,Beasiswa,2008,Serang,Tidak,False,6.5,FISIP,Telat
Matthew Steer,Pria,Kos,False,Orang Tua,2008,Bogor,Keilmuan,False,5.5,DKV,Telat
Matthew Summers,Wanita,Kos,True,Orang Tua,2009,Bekasi,Seni,False,3.5,FT,Cepat
Matthew Verdon,Pria,Sendiri,False,Mandiri,2007,Karawang,Seni,True,4.5,FIKOM,Telat
Matthew Vollans,Wanita,Sendiri,False,Orang Tua,2008,Jakarta,Keilmuan,True,6.5,FIKOM,Telat
Matthew Wallace,Pria,Orang Tua,False,Mandiri,2008,Serang,Seni,True,4.5,FTI,Telat
Matthew Walsh,Wanita,Sendiri,True,Orang Tua,2008,Bogor,Keilmuan,False,5.5,FTI,Telat
Matthew Wheeler,Wanita,Sendiri,True,Mandiri,2007,Serang,Keilmuan,True,4.5,FIKOM,Telat
Mavis Boyle,Pria,Orang Tua,True,Beasiswa,2007,Bekasi,Keilmuan,True,3.5,FTI,Cepat
Mavis Eddison,Wanita,Orang Tua,False,Beasiswa,2007,Tangerang,Keilmuan,False,4.5,FT,Telat
Mavis Gonzales,Wanita,Orang Tua,False,Mandiri,2007,Serang,Tidak,False,4.0,FTI,Tepat Waktu
Mavis Khan,Wanita,Orang Tua,True,Mandiri,2007,Bekasi,Tidak,True,6.0,DKV,Telat
Mavis Murray,Wanita,Sendiri,True,Orang Tua,2009,Bekasi,Seni,False,6.0,DKV,Telat
Mavis Price,Pria,Orang Tua,True,Beasiswa,2007,Bekasi,Kewirausahaan,False,3.5,FT,Cepat
Mavis Tyler,Pria,Orang Tua,False,Beasiswa,2009,Serang,Seni,True,7.0,FT,Telat
Mavis Ward,Pria,Orang Tua,False,Beasiswa,2008,Tangerang,Keilmuan,True,4.0,FIKOM,Tepat Waktu
Maxwell Abbey,Wanita,Orang Tua,False,Orang Tua,2009,Bekasi,Keilmuan,True,6.0,FTI,Telat
Maxwell Addison,Pria,Sendiri,True,Beasiswa,2008,Serang,Keilmuan,False,3.5,FT,Cepat
Maxwell Bingham,Wanita,Orang Tua,True,Mandiri,2008,Karawang,Keilmuan,True,4.5,FT,Telat
Maxwell Brennan,Wanita,Sendiri,True,Orang Tua,2009,Tangerang,Seni,False,6.0,DKV,Telat
Maxwell Cassidy,Wanita,Orang Tua,True,Orang Tua,2008,Bekasi,Kewirausahaan,True,6.5,FTI,Telat
Maxwell Doherty,Pria,Orang Tua,False,Orang Tua,2009,Jakarta,Tidak,False,4.0,FISIP,Tepat Waktu
Maxwell Eyres,Pria,Sendiri,True,Beasiswa,2009,Karawang,Tidak,True,6.0,DKV,Telat
Maxwell Fox,Wanita,Sendiri,False,Mandiri,2008,Jakarta,Seni,True,5.0,FISIP,Telat
Maxwell Goodman,Wanita,Orang Tua,True,Beasiswa,2009,Bekasi,Keilmuan,True,3.5,DKV,Cepat
Maxwell Hall,Pria,Sendiri,False,Orang Tua,2007,Karawang,Keilmuan,False,4.0,FIKOM,Tepat Waktu
Maxwell Hill,Pria,Kos,False,Orang Tua,2007,Bogor,Tidak,False,6.5,DKV,Telat
Maxwell Hobson,Pria,Kos,False,Beasiswa,2007,Serang,Kewirausahaan,True,4.0,FISIP,Tepat Waktu
Maxwell Hopkinson,Wanita,Orang Tua,True,Orang Tua,2009,Tangerang,Olahraga,False,6.5,DKV,Telat
Maxwell Ianson,Pria,Kos,True,Mandiri,2007,Tangerang,Keilmuan,False,6.0,DKV,Telat
Maxwell Ingham,Pria,Sendiri,False,Beasiswa,2009,Serang,Keilmuan,True,5.5,FIKOM,Telat
Maxwell Irwin,Pria,Kos,False,Beasiswa,2007,Jakarta,Seni,True,5.5,FT,Telat
Maxwell Janes,Pria,Kos,True,Beasiswa,2007,Serang,Tidak,True,3.5,FISIP,Cepat
Maxwell Johnson,Pria,Sendiri,True,Mandiri,2009,Serang,Keilmuan,True,4.0,FIKOM,Tepat Waktu
Maxwell Little,Wanita,Sendiri,True,Beasiswa,2008,Bekasi,Kewirausahaan,True,7.0,DKV,Telat
Maxwell Morrison,Wanita,Sendiri,False,Beasiswa,2008,Karawang,Olahraga,True,6.0,FISIP,Telat
Maxwell Nash,Wanita,Sendiri,True,Orang Tua,2007,Karawang,Keilmuan,True,6.5,FTI,Telat
Maxwell Notman,Pria,Orang Tua,True,Mandiri,2008,Tangerang,Tidak,False,4.5,FTI,Telat
Maxwell Owens,Pria,Orang Tua,False,Mandiri,2009,Serang,Olahraga,False,6.0,FIKOM,Telat
Maxwell Penn,Pria,Kos,True,Orang Tua,2008,Bogor,Keilmuan,True,5.0,DKV,Telat
Maxwell Pond,Pria,Kos,True,Beasiswa,2007,Karawang,Keilmuan,True,4.0,FT,Tepat Waktu
Maxwell Potter,Pria,Sendiri,False,Mandiri,2007,Karawang,Olahraga,True,5.5,DKV,Telat
Maxwell Quinn,Wanita,Kos,False,Orang Tua,2009,Karawang,Kewirausahaan,False,7.0,DKV,Telat
Maxwell Raven,Pria,Sendiri,True,Orang Tua,2007,Karawang,Keilmuan,True,6.0,FIKOM,Telat
Maxwell Reynolds,Pria,Kos,False,Orang Tua,2008,Serang,Tidak,False,6.5,FT,Telat
